Date,PG,IBM,GE,F
1996-07-09,13.172153,17.873568,7.729072,6.072539
1996-07-10,13.209472,17.851011,7.797565,6.220648000000001
1996-07-11,13.041553,17.331948999999998,7.660566,6.146594
1996-07-12,12.873634,17.207832,7.671985,6.072539
1996-07-15,12.556463,16.406673,7.432232000000001,6.146594
1996-07-16,12.612432,17.286814,7.386569000000001,6.023171
1996-07-17,12.661201,16.993437,7.557817999999999,6.368762
1996-07-18,12.867535,17.016005,7.660566,6.344075
1996-07-19,12.830015,16.925728,7.500738,6.368762
1996-07-22,12.923809,16.700062,7.386569000000001,6.31939
1996-07-23,12.923809,16.29384,7.249569999999999,6.31939
1996-07-24,12.830015,16.564651,7.295236999999999,6.294706
1996-07-25,12.811259,18.708576,7.3637369999999995,6.344075
1996-07-26,13.036349000000001,18.753708,7.432232000000001,6.344075
1996-07-29,13.05511,18.911684,7.306653,6.220648000000001
1996-07-30,13.242678,19.385607,7.318072,6.393445
1996-07-31,13.392736,19.408171,7.512150999999999,6.4703919999999995
1996-08-01,13.449005,19.363042999999998,7.614902000000001,6.745197999999999
1996-08-02,13.617825,19.656412,7.866067,6.770179
1996-08-05,13.692858,19.724115,7.843235000000001,6.720214
1996-08-06,13.655346,19.791829999999997,7.90032,6.695231
1996-08-07,13.617825,20.398571,7.831817,6.670249
1996-08-08,13.186411999999999,20.557047,7.751899000000001,6.720214
1996-08-09,13.167647,20.353291,7.649153,6.745197999999999
1996-08-12,13.317707999999998,20.308022,7.763317999999999,6.845126
1996-08-13,13.317707999999998,19.809942000000003,7.763317999999999,6.595305000000001
1996-08-14,13.430248,20.149532,7.797565,6.670249
1996-08-15,13.355223,20.081621,7.7404850000000005,6.670249
1996-08-16,13.542791000000001,19.923134,7.751899000000001,6.645264999999999
1996-08-19,13.580312,19.923134,7.763317999999999,6.645264999999999
1996-08-20,13.467769,20.013693,7.763317999999999,6.720214
1996-08-21,13.373979,20.330648,7.671985,6.695231
1996-08-22,13.599064000000002,20.398571,7.729072,6.795164
1996-08-23,13.580312,20.466494,7.831817,6.745197999999999
1996-08-26,13.430248,20.375926999999997,7.820403,6.770179
1996-08-27,13.599064000000002,20.240097,7.90032,6.795164
1996-08-28,13.786645000000002,20.82873,7.888903,6.745197999999999
1996-08-29,13.467769,20.851376000000002,7.7404850000000005,6.670249
1996-08-30,13.336464000000001,20.715529999999998,7.592067999999999,6.695231
1996-09-03,13.355223,20.87402,7.683403,6.645264999999999
1996-09-04,13.28019,20.760807,7.69482,6.620288
1996-09-05,13.186411999999999,20.489136,7.603486999999999,6.520357
1996-09-06,13.28019,20.919285000000002,7.7404850000000005,6.370463
1996-09-09,13.430248,21.304165,7.820403,6.370463
1996-09-10,13.617825,21.39473,7.854651,6.320498000000001
1996-09-11,13.617825,21.372093,7.854651,6.270535
1996-09-12,13.636582,21.236256,7.945985,6.34548
1996-09-13,13.861673999999999,22.1192,8.071567,6.395447
1996-09-16,13.955461999999999,22.232403,8.071567,6.395447
1996-09-17,13.899185000000001,22.390886,7.945985,6.4703919999999995
1996-09-18,13.861673999999999,22.54937,7.96882,6.4204300000000005
1996-09-19,13.674102,22.368248,8.025903,6.370463
1996-09-20,13.992970000000001,22.277691,8.140068,6.395447
