Date,Adj Close,Adj Close,Adj Close
4/6/2000,11114.26953,1501.339966,4267.560059
4/7/2000,11111.48047,1516.349976,4446.450195
4/10/2000,11186.55957,1504.459961,4188.200195
4/11/2000,11287.08008,1500.589966,4055.899902
4/12/2000,11125.12988,1467.170044,3769.629883
4/13/2000,10923.54981,1440.51001,3676.780029
4/14/2000,10305.76953,1356.560059,3321.290039
4/17/2000,10582.50977,1401.439941,3539.159912
4/18/2000,10767.41992,1441.609985,3793.570068
4/19/2000,10674.95996,1427.469971,3706.409912
4/20/2000,10844.04981,1434.540039,3643.879883
4/24/2000,10906.09961,1429.859985,3482.47998
4/25/2000,11124.82031,1477.439941,3711.22998
4/26/2000,10945.5,1460.98999,3630.090088
4/27/2000,10888.09961,1464.920044,3774.030029
4/28/2000,10733.91016,1452.430054,3860.659912
5/1/2000,10811.78027,1468.25,3958.080078
5/2/2000,10731.12012,1446.290039,3785.449951
5/3/2000,10480.12988,1415.099976,3707.310059
5/4/2000,10412.49023,1409.569946,3720.23999
5/5/2000,10577.86035,1432.630005,3816.820068
5/8/2000,10603.62988,1424.170044,3669.379883
5/9/2000,10536.75,1412.140015,3585.01001
5/10/2000,10367.78027,1383.050049,3384.72998
5/11/2000,10545.96973,1407.810059,3499.580078
5/12/2000,10609.37012,1420.959961,3529.060059
5/15/2000,10807.78027,1452.359985,3607.649902
5/16/2000,10934.57031,1466.040039,3717.570068
5/17/2000,10769.74023,1447.800049,3644.959961
5/18/2000,10777.28027,1437.209961,3538.709961
5/19/2000,10626.84961,1406.949951,3390.399902
5/22/2000,10542.54981,1400.719971,3364.209961
5/23/2000,10422.26953,1373.859985,3164.550049
5/24/2000,10535.34961,1399.050049,3270.610107
5/25/2000,10323.91992,1381.52002,3205.350098
5/26/2000,10299.24023,1378.02002,3205.110107
5/30/2000,10527.12988,1422.449951,3459.47998
5/31/2000,10522.33008,1420.599976,3400.909912
6/1/2000,10652.2002,1448.810059,3582.5
6/2/2000,10794.75977,1477.26001,3813.379883
6/5/2000,10815.29981,1467.630005,3821.76001
6/6/2000,10735.57031,1457.839966,3756.370117
6/7/2000,10812.86035,1471.359985,3839.26001
6/8/2000,10668.71973,1461.670044,3825.560059
6/9/2000,10614.05957,1456.949951,3874.840088
6/12/2000,10564.20996,1446,3767.909912
6/13/2000,10621.83984,1469.439941,3851.060059
6/14/2000,10687.9502,1470.540039,3797.409912
6/15/2000,10714.82031,1478.72998,3845.73999
6/16/2000,10449.29981,1464.459961,3860.560059
6/19/2000,10557.83984,1486,3989.830078
6/20/2000,10435.16016,1475.949951,4013.360107
6/21/2000,10497.74023,1479.130005,4064.01001
6/22/2000,10376.12012,1452.180054,3936.840088
6/23/2000,10404.75,1441.47998,3845.340088
6/26/2000,10542.99023,1455.310059,3912.120117
6/27/2000,10504.45996,1450.550049,3858.959961
6/28/2000,10527.79004,1454.819946,3940.340088
6/29/2000,10398.04004,1442.390015,3877.22998
6/30/2000,10447.88965,1454.599976,3966.110107
7/3/2000,10560.66992,1469.540039,3991.929932
7/5/2000,10483.59961,1446.22998,3863.100098
7/6/2000,10481.46973,1456.670044,3960.570068
7/7/2000,10635.98047,1478.900024,4023.199951
7/10/2000,10646.58008,1475.619995,3980.290039
7/11/2000,10727.19043,1480.880005,3956.419922
7/12/2000,10783.75977,1492.920044,4099.589844
7/13/2000,10788.70996,1495.839966,4174.859863
7/14/2000,10812.75,1509.97998,4246.180176
7/17/2000,10804.26953,1510.48999,4274.669922
7/18/2000,10739.91992,1493.73999,4177.169922
7/19/2000,10696.08008,1481.959961,4055.629883
7/20/2000,10843.87012,1495.569946,4184.560059
7/21/2000,10733.55957,1480.189941,4094.449951
7/24/2000,10685.12012,1464.290039,3981.570068
7/25/2000,10699.96973,1474.469971,4029.570068
7/26/2000,10516.48047,1452.420044,3987.719971
7/27/2000,10586.12988,1449.619995,3842.22998
7/28/2000,10511.16992,1419.890015,3663
7/31/2000,10521.98047,1430.829956,3766.98999
8/1/2000,10606.9502,1438.099976,3685.52002
8/2/2000,10687.53027,1438.699951,3658.459961
8/3/2000,10706.58008,1452.560059,3759.879883
8/4/2000,10767.75,1462.930054,3787.360107
8/7/2000,10867.00977,1479.319946,3862.98999
8/8/2000,10976.88965,1482.800049,3848.550049
8/9/2000,10905.83008,1472.869995,3853.5
8/10/2000,10908.75977,1460.25,3759.98999
8/11/2000,11027.79981,1471.839966,3789.469971
8/14/2000,11176.13965,1491.560059,3849.689941
8/15/2000,11067,1484.430054,3851.659912
8/16/2000,11008.38965,1479.849976,3861.199951
8/17/2000,11055.63965,1496.069946,3940.870117
8/18/2000,11046.48047,1491.719971,3930.340088
8/21/2000,11079.80957,1499.47998,3953.149902
8/22/2000,11139.15039,1498.130005,3958.209961
8/23/2000,11144.65039,1505.969971,4011.01001
8/24/2000,11182.74023,1508.310059,4053.280029
8/25/2000,11192.62988,1506.449951,4042.679932
8/28/2000,11252.83984,1514.089966,4070.590088
8/29/2000,11215.09961,1509.839966,4082.169922
8/30/2000,11103.00977,1502.589966,4103.810059
8/31/2000,11215.09961,1517.680054,4206.350098
9/1/2000,11238.78027,1520.77002,4234.330078
9/5/2000,11260.61035,1507.079956,4143.180176
9/6/2000,11310.63965,1492.25,4013.340088
9/7/2000,11259.87012,1502.51001,4098.350098
9/8/2000,11220.65039,1494.5,3978.409912
9/11/2000,11195.49023,1489.26001,3896.350098
9/12/2000,11233.23047,1481.98999,3849.51001
9/13/2000,11182.17969,1484.910034,3893.889893
9/14/2000,11087.46973,1480.869995,3913.860107
9/15/2000,10927,1465.810059,3835.22998
9/18/2000,10808.51953,1444.51001,3726.52002
9/19/2000,10789.29004,1459.900024,3865.639893
9/20/2000,10687.91992,1451.339966,3897.439941
9/21/2000,10765.51953,1449.050049,3828.870117
9/22/2000,10847.37012,1448.719971,3803.76001
9/25/2000,10808.15039,1439.030029,3741.219971
9/26/2000,10631.32031,1427.209961,3689.100098
9/27/2000,10628.36035,1426.569946,3656.300049
9/28/2000,10824.05957,1458.290039,3778.320068
9/29/2000,10650.91992,1436.51001,3672.820068
10/2/2000,10700.12988,1436.22998,3568.899902
10/3/2000,10719.74023,1426.459961,3455.830078
10/4/2000,10784.48047,1434.319946,3523.100098
10/5/2000,10724.91992,1436.280029,3472.100098
10/6/2000,10596.54004,1408.98999,3361.01001
10/9/2000,10568.42969,1402.030029,3355.560059
10/10/2000,10524.40039,1387.02002,3240.540039
10/11/2000,10413.79004,1364.589966,3168.48999
10/12/2000,10034.58008,1329.780029,3074.679932
10/13/2000,10192.17969,1374.170044,3316.77002
10/16/2000,10238.79981,1374.619995,3290.280029
10/17/2000,10089.70996,1349.969971,3213.959961
10/18/2000,9975.019531,1342.130005,3171.560059
10/19/2000,10142.98047,1388.76001,3418.600098
10/20/2000,10226.58984,1396.930054,3483.139893
10/23/2000,10271.71973,1395.780029,3468.689941
10/24/2000,10393.07031,1398.130005,3419.790039
10/25/2000,10326.48047,1364.900024,3229.570068
10/26/2000,10380.12012,1364.439941,3272.179932
10/27/2000,10590.62012,1379.579956,3278.360107
10/30/2000,10835.76953,1398.660034,3191.399902
10/31/2000,10971.13965,1429.400024,3369.629883
11/1/2000,10899.46973,1421.219971,3333.389893
11/2/2000,10880.50977,1428.319946,3429.02002
11/3/2000,10817.9502,1426.689941,3451.580078
11/6/2000,10977.20996,1432.189941,3416.209961
11/7/2000,10952.17969,1431.869995,3415.790039
11/8/2000,10907.05957,1409.280029,3231.699951
11/9/2000,10834.25,1400.140015,3200.350098
11/10/2000,10602.9502,1365.97998,3028.98999
11/13/2000,10517.25,1351.26001,2966.719971
11/14/2000,10681.05957,1382.949951,3138.27002
11/15/2000,10707.59961,1389.810059,3165.48999
11/16/2000,10656.03027,1372.319946,3031.879883
11/17/2000,10629.87012,1367.719971,3027.189941
11/20/2000,10462.65039,1342.619995,2875.639893
11/21/2000,10494.5,1347.349976,2871.449951
11/22/2000,10399.32031,1322.359985,2755.340088
11/24/2000,10470.23047,1341.77002,2904.379883
11/27/2000,10546.07031,1348.969971,2880.48999
11/28/2000,10507.58008,1336.089966,2734.97998
11/29/2000,10629.11035,1341.930054,2706.929932
11/30/2000,10414.49023,1314.949951,2597.929932
12/1/2000,10373.54004,1315.22998,2645.290039
12/4/2000,10560.9502,1324.969971,2615.75
12/5/2000,10898.71973,1376.540039,2889.800049
12/6/2000,10664.37988,1351.459961,2796.5
12/7/2000,10617.36035,1343.550049,2752.659912
12/8/2000,10712.91016,1369.890015,2917.429932
12/11/2000,10725.79981,1380.199951,3015.100098
12/12/2000,10768.26953,1371.180054,2931.77002
12/13/2000,10794.44043,1359.98999,2822.77002
12/14/2000,10674.99023,1340.930054,2728.51001
12/15/2000,10434.95996,1312.150024,2653.27002
12/18/2000,10645.41992,1322.73999,2624.52002
12/19/2000,10584.37012,1305.599976,2511.709961
12/20/2000,10318.92969,1264.73999,2332.780029
12/21/2000,10487.29004,1274.859985,2340.120117
12/22/2000,10635.55957,1305.949951,2517.02002
12/26/2000,10692.44043,1315.189941,2493.52002
12/27/2000,10803.16016,1328.920044,2539.350098
12/28/2000,10868.75977,1334.219971,2557.76001
12/29/2000,10787.99023,1320.280029,2470.52002
1/2/2001,10646.15039,1283.27002,2291.860107
1/3/2001,10945.75,1347.560059,2616.689941
1/4/2001,10912.41016,1333.339966,2566.830078
1/5/2001,10662.00977,1298.349976,2407.649902
1/8/2001,10621.34961,1295.859985,2395.919922
1/9/2001,10572.54981,1300.800049,2441.300049
1/10/2001,10604.26953,1313.27002,2524.179932
1/11/2001,10609.54981,1326.819946,2640.570068
1/12/2001,10525.37988,1318.550049,2626.5
1/16/2001,10652.66016,1326.650024,2618.550049
1/17/2001,10584.33984,1329.469971,2682.780029
1/18/2001,10678.28027,1347.969971,2768.48999
1/19/2001,10587.58984,1342.540039,2770.379883
1/22/2001,10578.24023,1342.900024,2757.909912
1/23/2001,10649.80957,1360.400024,2840.389893
1/24/2001,10646.96973,1364.300049,2859.149902
1/25/2001,10729.51953,1357.51001,2754.280029
1/26/2001,10659.98047,1354.949951,2781.300049
1/29/2001,10702.19043,1364.170044,2838.340088
1/30/2001,10881.2002,1373.72998,2838.350098
1/31/2001,10887.36035,1366.01001,2772.72998
2/1/2001,10983.62988,1373.469971,2782.790039
2/2/2001,10864.09961,1349.469971,2660.5
2/5/2001,10965.84961,1354.310059,2643.209961
2/6/2001,10957.41992,1352.26001,2664.48999
2/7/2001,10946.71973,1340.890015,2607.820068
2/8/2001,10880.54981,1332.530029,2562.060059
2/9/2001,10781.4502,1314.76001,2470.969971
2/12/2001,10946.76953,1330.310059,2489.659912
2/13/2001,10903.32031,1318.800049,2427.719971
2/14/2001,10795.41016,1315.920044,2491.399902
2/15/2001,10891.01953,1326.609985,2552.909912
2/16/2001,10799.82031,1301.530029,2425.379883
2/20/2001,10730.87988,1278.939941,2318.350098
2/21/2001,10526.58008,1255.27002,2268.939941
2/22/2001,10526.80957,1252.819946,2244.959961
2/23/2001,10441.90039,1245.859985,2262.51001
2/26/2001,10642.53027,1267.650024,2308.5
2/27/2001,10636.87988,1257.939941,2207.820068
2/28/2001,10495.28027,1239.939941,2151.830078
3/1/2001,10450.13965,1241.22998,2183.370117
3/2/2001,10466.30957,1234.180054,2117.629883
3/5/2001,10562.29981,1241.410034,2142.919922
3/6/2001,10591.21973,1253.800049,2204.429932
3/7/2001,10729.59961,1261.890015,2223.919922
3/8/2001,10858.25,1264.73999,2168.72998
3/9/2001,10644.62012,1233.420044,2052.780029
3/12/2001,10208.25,1180.160034,1923.380005
3/13/2001,10290.79981,1197.660034,2014.780029
3/14/2001,9973.459961,1166.709961,1972.089966
3/15/2001,10031.28027,1173.560059,1940.709961
3/16/2001,9823.410156,1150.530029,1890.910034
3/19/2001,9959.110352,1170.810059,1951.180054
3/20/2001,9720.759766,1142.619995,1857.439941
3/21/2001,9487,1122.140015,1830.22998
3/22/2001,9389.480469,1117.579956,1897.699951
3/23/2001,9504.780273,1139.829956,1928.680054
3/26/2001,9687.530273,1152.689941,1918.48999
3/27/2001,9947.540039,1182.170044,1972.22998
3/28/2001,9785.349609,1153.290039,1854.130005
3/29/2001,9799.05957,1147.949951,1820.569946
3/30/2001,9878.780273,1160.329956,1840.26001
4/2/2001,9777.929688,1145.869995,1782.969971
4/3/2001,9485.709961,1106.459961,1673
4/4/2001,9515.419922,1103.25,1638.800049
4/5/2001,9918.049805,1151.439941,1785
4/6/2001,9791.089844,1128.430054,1720.359985
4/9/2001,9845.150391,1137.589966,1745.709961
4/10/2001,10102.74023,1168.380005,1852.030029
4/11/2001,10013.46973,1165.890015,1898.949951
4/12/2001,10126.94043,1183.5,1961.430054
4/16/2001,10158.55957,1179.680054,1909.569946
4/17/2001,10216.73047,1191.810059,1923.219971
4/18/2001,10615.83008,1238.160034,2079.439941
4/19/2001,10693.70996,1253.689941,2182.139893
4/20/2001,10579.84961,1242.97998,2163.409912
4/23/2001,10532.23047,1224.359985,2059.320068
4/24/2001,10454.33984,1209.469971,2016.609985
4/25/2001,10625.2002,1228.75,2059.800049
4/26/2001,10692.34961,1234.52002,2034.880005
4/27/2001,10810.04981,1253.050049,2075.679932
4/30/2001,10734.96973,1249.459961,2116.23999
5/1/2001,10898.33984,1266.439941,2168.23999
5/2/2001,10876.67969,1267.430054,2220.600098
5/3/2001,10796.65039,1248.579956,2146.199951
5/4/2001,10951.24023,1266.609985,2191.530029
5/7/2001,10935.16992,1263.51001,2173.570068
5/8/2001,10883.50977,1261.199951,2198.77002
5/9/2001,10866.98047,1255.540039,2156.629883
5/10/2001,10910.44043,1255.180054,2128.860107
5/11/2001,10821.30957,1245.670044,2107.429932
5/14/2001,10877.33008,1248.920044,2081.919922
5/15/2001,10872.96973,1249.439941,2085.580078
5/16/2001,11215.91992,1284.98999,2166.439941
5/17/2001,11248.58008,1288.48999,2193.679932
5/18/2001,11301.74023,1291.959961,2198.879883
5/21/2001,11337.91992,1312.829956,2305.590088
5/22/2001,11257.24023,1309.380005,2313.850098
5/23/2001,11105.50977,1289.050049,2243.47998
5/24/2001,11122.41992,1293.170044,2282.02002
5/25/2001,11005.37012,1277.890015,2251.030029
5/29/2001,11039.13965,1267.930054,2175.540039
5/30/2001,10872.63965,1248.079956,2084.5
5/31/2001,10911.94043,1255.819946,2110.48999
6/1/2001,10990.41016,1260.670044,2149.439941
6/4/2001,11061.51953,1267.109985,2155.929932
6/5/2001,11175.83984,1283.569946,2233.659912
6/6/2001,11070.24023,1270.030029,2217.72998
6/7/2001,11090.74023,1276.959961,2264
6/8/2001,10977,1264.959961,2215.100098
6/11/2001,10922.08984,1254.390015,2170.780029
6/12/2001,10948.37988,1255.849976,2169.949951
6/13/2001,10871.62012,1241.599976,2121.659912
6/14/2001,10690.12988,1219.869995,2044.069946
6/15/2001,10623.63965,1214.359985,2028.430054
6/18/2001,10645.37988,1208.430054,1988.630005
6/19/2001,10596.66992,1212.579956,1992.660034
6/20/2001,10647.33008,1223.140015,2031.23999
6/21/2001,10715.42969,1237.040039,2058.76001
6/22/2001,10604.58984,1225.349976,2034.839966
6/25/2001,10504.21973,1218.599976,2050.870117
6/26/2001,10472.48047,1216.76001,2064.620117
6/27/2001,10434.83984,1211.069946,2074.73999
6/28/2001,10566.20996,1226.199951,2125.459961
6/29/2001,10502.40039,1224.380005,2160.540039
7/2/2001,10593.71973,1236.719971,2148.719971
7/3/2001,10571.11035,1234.449951,2140.800049
7/5/2001,10479.86035,1219.23999,2080.110107
7/6/2001,10252.67969,1190.589966,2004.160034
7/9/2001,10299.40039,1198.780029,2026.709961
7/10/2001,10175.63965,1181.52002,1962.790039
7/11/2001,10241.01953,1180.180054,1972.040039
7/12/2001,10478.99023,1208.140015,2075.73999
7/13/2001,10539.05957,1215.680054,2084.790039
7/16/2001,10472.12012,1202.449951,2029.119995
7/17/2001,10606.38965,1214.439941,2067.320068
7/18/2001,10569.83008,1207.709961,2016.170044
7/19/2001,10610,1215.02002,2046.589966
7/20/2001,10576.65039,1210.849976,2029.369995
7/23/2001,10424.41992,1191.030029,1988.560059
7/24/2001,10241.12012,1171.650024,1959.23999
7/25/2001,10405.66992,1190.48999,1984.319946
7/26/2001,10455.62988,1202.930054,2022.959961
7/27/2001,10416.66992,1205.819946,2029.069946
7/30/2001,10401.71973,1204.52002,2017.839966
7/31/2001,10522.80957,1211.22998,2027.130005
8/1/2001,10510.00977,1215.930054,2068.379883
8/2/2001,10551.17969,1220.75,2087.379883
8/3/2001,10512.78027,1214.349976,2066.330078
8/6/2001,10401.30957,1200.47998,2034.26001
8/7/2001,10458.74023,1204.400024,2027.790039
8/8/2001,10293.5,1183.530029,1966.359985
8/9/2001,10298.55957,1183.430054,1963.319946
8/10/2001,10416.25,1190.160034,1956.469971
8/13/2001,10415.91016,1191.290039,1982.25
8/14/2001,10412.16992,1186.72998,1964.530029
8/15/2001,10345.9502,1178.02002,1918.890015
8/16/2001,10392.51953,1181.660034,1930.319946
8/17/2001,10240.78027,1161.969971,1867.01001
8/20/2001,10320.07031,1171.410034,1881.349976
8/21/2001,10174.13965,1157.26001,1831.300049
8/22/2001,10276.90039,1165.310059,1860.01001
8/23/2001,10229.15039,1162.089966,1842.969971
8/24/2001,10423.16992,1184.930054,1916.800049
8/27/2001,10382.34961,1179.209961,1912.410034
8/28/2001,10222.03027,1161.51001,1864.97998
8/29/2001,10090.90039,1148.560059,1843.170044
8/30/2001,9919.580078,1129.030029,1791.680054
8/31/2001,9949.75,1133.579956,1805.430054
9/4/2001,9997.490234,1132.939941,1770.780029
9/5/2001,10033.26953,1131.73999,1759.01001
9/6/2001,9840.839844,1106.400024,1705.640015
9/7/2001,9605.849609,1085.780029,1687.699951
9/10/2001,9605.509766,1092.540039,1695.380005
9/17/2001,8920.700195,1038.77002,1579.550049
9/18/2001,8903.400391,1032.73999,1555.079956
9/19/2001,8759.129883,1016.099976,1527.800049
9/20/2001,8376.209961,984.539978,1470.930054
9/21/2001,8235.80957,965.799988,1423.189941
9/24/2001,8603.860352,1003.450012,1499.400024
9/25/2001,8659.969727,1012.27002,1501.640015
9/26/2001,8567.389648,1007.039978,1464.040039
9/27/2001,8681.419922,1018.609985,1460.709961
9/28/2001,8847.55957,1040.939941,1498.800049
10/1/2001,8836.830078,1038.550049,1480.459961
10/2/2001,8950.589844,1051.329956,1492.329956
10/3/2001,9123.780273,1072.280029,1580.810059
10/4/2001,9060.879883,1069.630005,1597.310059
10/5/2001,9119.769531,1071.380005,1605.300049
10/8/2001,9067.94043,1062.439941,1605.949951
10/9/2001,9052.44043,1056.75,1570.189941
10/10/2001,9240.860352,1080.98999,1626.26001
10/11/2001,9410.450195,1097.430054,1701.469971
10/12/2001,9344.160156,1091.650024,1703.400024
10/15/2001,9347.620117,1089.97998,1696.310059
10/16/2001,9384.230469,1097.540039,1722.069946
10/17/2001,9232.969727,1077.089966,1646.339966
10/18/2001,9163.219727,1068.609985,1652.719971
10/19/2001,9204.110352,1073.47998,1671.310059
10/22/2001,9377.030273,1089.900024,1708.079956
10/23/2001,9340.080078,1084.780029,1704.439941
10/24/2001,9345.620117,1085.199951,1731.540039
10/25/2001,9462.900391,1100.089966,1775.469971
10/26/2001,9545.169922,1104.609985,1768.959961
10/29/2001,9269.5,1078.300049,1699.52002
10/30/2001,9121.980469,1059.790039,1667.410034
10/31/2001,9075.139648,1059.780029,1690.199951
11/1/2001,9263.900391,1084.099976,1746.300049
11/2/2001,9323.540039,1087.199951,1745.72998
11/5/2001,9441.030273,1102.839966,1793.650024
11/6/2001,9591.120117,1118.859985,1835.079956
11/7/2001,9554.370117,1115.800049,1837.530029
11/8/2001,9587.519531,1118.540039,1827.77002
11/9/2001,9608,1120.310059,1828.47998
11/12/2001,9554.370117,1118.329956,1840.130005
11/13/2001,9750.950195,1139.089966,1892.109985
11/14/2001,9823.610352,1141.209961,1903.189941
11/15/2001,9872.389648,1142.23999,1900.569946
11/16/2001,9866.990234,1138.650024,1898.579956
11/19/2001,9976.459961,1151.060059,1934.420044
11/20/2001,9901.379883,1142.660034,1880.51001
11/21/2001,9834.679688,1137.030029,1875.050049
11/23/2001,9959.709961,1150.339966,1903.199951
11/26/2001,9982.75,1157.420044,1941.22998
11/27/2001,9872.599609,1149.5,1935.969971
11/28/2001,9711.860352,1128.52002,1887.969971
11/29/2001,9829.419922,1140.199951,1933.26001
11/30/2001,9851.55957,1139.449951,1930.579956
12/3/2001,9763.959961,1129.900024,1904.900024
12/4/2001,9893.839844,1144.800049,1963.099976
12/5/2001,10114.29004,1170.349976,2046.839966
12/6/2001,10099.13965,1167.099976,2054.27002
12/7/2001,10049.45996,1158.310059,2021.26001
12/10/2001,9921.450195,1139.930054,1992.119995
12/11/2001,9888.370117,1136.76001,2001.930054
12/12/2001,9894.80957,1137.069946,2011.380005
12/13/2001,9766.450195,1119.380005,1946.51001
12/14/2001,9811.150391,1123.089966,1953.170044
12/17/2001,9891.969727,1134.359985,1987.449951
12/18/2001,9998.389648,1142.920044,2004.76001
12/19/2001,10070.49023,1149.560059,1982.890015
12/20/2001,9985.179688,1139.930054,1918.540039
12/21/2001,10035.33984,1144.890015,1945.829956
12/24/2001,10035.33984,1144.650024,1944.47998
12/26/2001,10088.13965,1149.369995,1960.699951
12/27/2001,10131.30957,1157.130005,1976.420044
12/28/2001,10136.99023,1161.02002,1987.26001
12/31/2001,10021.57031,1148.079956,1950.400024
1/2/2002,10073.40039,1154.670044,1979.25
1/3/2002,10172.13965,1165.27002,2044.27002
1/4/2002,10259.74023,1172.51001,2059.379883
1/7/2002,10197.04981,1164.890015,2037.099976
1/8/2002,10150.54981,1160.709961,2055.73999
1/9/2002,10094.08984,1155.140015,2044.890015
1/10/2002,10067.86035,1156.550049,2047.23999
1/11/2002,9987.530273,1145.599976,2022.459961
1/14/2002,9891.419922,1138.410034,1990.73999
1/15/2002,9924.150391,1146.189941,2000.910034
1/16/2002,9712.269531,1127.569946,1944.439941
1/17/2002,9850.040039,1138.880005,1985.819946
1/18/2002,9771.849609,1127.579956,1930.339966
1/22/2002,9713.799805,1119.310059,1882.530029
1/23/2002,9730.959961,1128.180054,1922.380005
1/24/2002,9796.070313,1132.150024,1942.579956
1/25/2002,9840.080078,1133.280029,1937.699951
1/28/2002,9865.75,1133.060059,1943.910034
1/29/2002,9618.240234,1100.640015,1892.98999
1/30/2002,9762.860352,1113.569946,1913.439941
1/31/2002,9920,1130.199951,1934.030029
2/1/2002,9907.259766,1122.199951,1911.23999
2/4/2002,9687.089844,1094.439941,1855.530029
2/5/2002,9685.429688,1090.02002,1838.52002
2/6/2002,9653.389648,1083.51001,1812.709961
2/7/2002,9625.44043,1080.170044,1782.109985
2/8/2002,9744.240234,1096.219971,1818.880005
2/11/2002,9884.780273,1111.939941,1846.660034
2/12/2002,9863.740234,1107.5,1834.209961
2/13/2002,9989.669922,1118.51001,1859.160034
2/14/2002,10001.99023,1116.47998,1843.369995
2/15/2002,9903.040039,1104.180054,1805.199951
2/19/2002,9745.139648,1083.339966,1750.609985
2/20/2002,9941.169922,1097.97998,1775.569946
2/21/2002,9834.679688,1080.949951,1716.23999
2/22/2002,9968.150391,1089.839966,1724.540039
2/25/2002,10145.70996,1109.430054,1769.880005
2/26/2002,10115.25977,1109.380005,1766.859985
2/27/2002,10127.58008,1109.890015,1751.880005
2/28/2002,10106.12988,1106.72998,1731.48999
3/1/2002,10368.86035,1131.780029,1802.73999
3/4/2002,10586.82031,1153.839966,1859.319946
3/5/2002,10433.41016,1146.140015,1866.290039
3/6/2002,10574.29004,1162.77002,1890.400024
3/7/2002,10525.37012,1157.540039,1881.630005
3/8/2002,10572.49023,1164.310059,1929.670044
3/11/2002,10611.24023,1168.26001,1929.48999
3/12/2002,10632.34961,1165.579956,1897.119995
3/13/2002,10501.84961,1154.089966,1862.030029
3/14/2002,10517.13965,1153.040039,1854.140015
3/15/2002,10607.23047,1166.160034,1868.300049
3/18/2002,10577.75,1165.550049,1877.060059
3/19/2002,10635.25,1170.290039,1880.869995
3/20/2002,10501.57031,1151.849976,1832.869995
3/21/2002,10479.83984,1153.589966,1868.829956
3/22/2002,10427.66992,1148.699951,1851.390015
3/25/2002,10281.66992,1131.869995,1812.48999
3/26/2002,10353.36035,1138.48999,1824.170044
3/27/2002,10426.91016,1144.579956,1826.75
3/28/2002,10403.94043,1147.390015,1845.349976
4/1/2002,10362.7002,1146.540039,1862.619995
